event_id,date,home_team,away_team,home_q1,away_q1,home_ot1,away_ot1,home_ot2,away_ot2,home_final,away_final
4118518,2021-09-27 18:00:00,Sao Paulo LDB U22,Paulistano U22,21,22,77,82,,,77,82
4118517,2021-09-27 15:45:00,Minas LDB U22,Cerrado Basquete LDB U22,18,14,70,66,,,70,66
4118516,2021-09-27 13:30:00,Pinheiros U22,Rio Claro/ABDC LDB U22,32,11,118,69,,,118,69
4015394,2021-09-04 17:30:00,Minas LDB U22,BRB/Brasilia LDB U22,17,13,7,14,84,91,84,91
4015393,2021-09-04 15:15:00,Praia Clube/Gabarito LDB U22,Unifacisa LDB U22,27,16,11,6,93,88,93,88
4009041,2021-09-03 19:45:00,Flamengo U22,Minas LDB U22,11,15,8,13,72,77,72,77
4009040,2021-09-03 17:30:00,Praia Clube/Gabarito LDB U22,BRB/Brasilia LDB U22,20,21,95,62,,,95,62
4009039,2021-09-03 15:15:00,Unifacisa LDB U22,Basquete Cearense LDB U22,21,12,71,51,,,71,51
4009038,2021-09-03 14:00:00,Rio Claro/ABDC LDB U22,Pinheiros U22,16,28,49,103,,,49,103
4009042,2021-09-03 11:30:00,Mogi Basquete LDB U22,Cerrado Basquete LDB U22,18,18,71,79,,,71,79
4004960,2021-09-02 14:00:00,Pinheiros U22,Mogi Basquete LDB U22,29,18,92,62,,,92,62
4004883,2021-09-02 11:30:00,Cerrado Basquete LDB U22,Bauru LDB U22,24,10,89,61,,,89,61
4000575,2021-09-01 19:45:00,Minas LDB U22,Praia Clube/Gabarito LDB U22,13,15,85,68,,,85,68
4000545,2021-09-01 17:30:00,Unifacisa LDB U22,Flamengo U22,9,20,38,83,,,38,83
4000538,2021-09-01 15:15:00,Basquete Cearense LDB U22,BRB/Brasilia LDB U22,20,22,56,64,,,56,64
4000539,2021-09-01 14:00:00,Bauru LDB U22,Pinheiros U22,23,19,78,114,,,78,114
4000461,2021-09-01 11:30:00,Mogi Basquete LDB U22,Rio Claro/ABDC LDB U22,21,17,55,79,,,55,79
3995683,2021-08-31 19:45:00,Praia Clube/Gabarito LDB U22,Flamengo U22,10,24,42,68,,,42,68
3995439,2021-08-31 17:30:00,BRB/Brasilia LDB U22,Unifacisa LDB U22,18,14,65,59,,,65,59
3995348,2021-08-31 15:15:00,Minas LDB U22,Basquete Cearense LDB U22,24,12,111,47,,,111,47
3995263,2021-08-31 14:00:00,Cerrado Basquete LDB U22,Pinheiros U22,10,20,60,90,,,60,90
3995228,2021-08-31 11:30:00,Rio Claro/ABDC LDB U22,Bauru LDB U22,19,13,84,77,,,84,77
3988431,2021-08-30 19:45:00,Flamengo U22,BRB/Brasilia LDB U22,18,17,90,50,,,90,50
3988501,2021-08-30 17:30:00,Basquete Cearense LDB U22,Praia Clube/Gabarito LDB U22,11,13,57,75,,,57,75
3988430,2021-08-30 15:15:00,Unifacisa LDB U22,Minas LDB U22,13,26,56,93,,,56,93
3991174,2021-08-30 14:00:00,Bauru LDB U22,Mogi Basquete LDB U22,17,15,79,73,,,79,73
3991173,2021-08-30 11:30:00,Rio Claro/ABDC LDB U22,Cerrado Basquete LDB U22,12,25,73,80,,,73,80
3983077,2021-08-28 13:30:00,Franca U22,Pato Basquete LDB U22,18,16,77,58,,,77,58
3983076,2021-08-28 11:15:00,Sao Paulo LDB U22,Paulistano U22,11,9,66,65,,,66,65
3983075,2021-08-28 09:00:00,Sao Jose U22,Corinthians U22,16,18,71,78,,,71,78
3978415,2021-08-27 16:15:00,Coritiba/Thalia LDB U22,Stock Med/Unico LDB U22,13,21,55,74,,,55,74
3978414,2021-08-27 14:30:00,Sao Paulo LDB U22,Franca U22,12,19,61,63,,,61,63
3978413,2021-08-27 14:00:00,Caxias do Sul LDB U22,ADRM/Maringa LDB U22,12,19,76,78,,,76,78
3978412,2021-08-27 12:15:00,Paulistano U22,Corinthians U22,18,14,73,57,,,73,57
3978411,2021-08-27 10:00:00,Pato Basquete LDB U22,Sao Jose U22,17,26,65,98,,,65,98
3974606,2021-08-26 16:15:00,ADRM/Maringa LDB U22,Coritiba/Thalia LDB U22,29,15,75,68,,,75,68
3974601,2021-08-26 14:00:00,Campo Mourao LDB U22,Stock Med/Unico LDB U22,16,25,64,58,,,64,58
3970324,2021-08-25 16:15:00,Stock Med/Unico LDB U22,ADRM/Maringa LDB U22,24,9,86,45,,,86,45
3970323,2021-08-25 14:30:00,Corinthians U22,Sao Paulo LDB U22,17,20,65,64,,,65,64
3970253,2021-08-25 14:00:00,Caxias do Sul LDB U22,Campo Mourao LDB U22,14,25,79,89,,,79,89
3970252,2021-08-25 12:15:00,Sao Jose U22,Franca U22,14,13,62,67,,,62,67
3970322,2021-08-25 10:00:00,Paulistano U22,Pato Basquete LDB U22,25,10,106,42,,,106,42
3964103,2021-08-24 16:45:00,Franca U22,Paulistano U22,12,15,57,66,,,57,66
3964102,2021-08-24 16:15:00,Campo Mourao LDB U22,Coritiba/Thalia LDB U22,14,15,86,81,,,86,81
3964101,2021-08-24 14:30:00,Sao Jose U22,Sao Paulo LDB U22,13,11,68,73,,,68,73
3964100,2021-08-24 14:00:00,Caxias do Sul LDB U22,Stock Med/Unico LDB U22,12,15,57,70,,,57,70
3964099,2021-08-24 12:15:00,Pato Basquete LDB U22,Corinthians U22,7,25,45,82,,,45,82
3958822,2021-08-23 16:15:00,Coritiba/Thalia LDB U22,Caxias do Sul LDB U22,18,14,79,39,,,79,39
3956330,2021-08-23 14:30:00,Sao Paulo LDB U22,Pato Basquete LDB U22,21,7,91,32,,,91,32
3958821,2021-08-23 14:00:00,ADRM/Maringa LDB U22,Campo Mourao LDB U22,14,21,12,15,68,71,68,71
3956329,2021-08-23 12:15:00,Corinthians U22,Franca U22,15,25,68,71,,,68,71
3956391,2021-08-23 10:00:00,Paulistano U22,Sao Jose U22,17,11,84,39,,,84,39
3853073,2021-07-31 18:00:00,Basquete Cearense LDB U22,Pinheiros U22,8,35,46,131,,,46,131
3853018,2021-07-31 15:45:00,Flamengo U22,Mogi Basquete LDB U22,9,17,62,60,,,62,60
3848572,2021-07-30 18:00:00,Pinheiros U22,Flamengo U22,34,21,109,63,,,109,63
3841686,2021-07-29 18:00:00,Unifacisa LDB U22,Pinheiros U22,6,20,36,119,,,36,119
3841573,2021-07-29 09:00:00,Minas LDB U22,Mogi Basquete LDB U22,12,19,73,69,,,73,69
3839696,2021-07-28 18:00:00,Stock Med/Unico LDB U22,Paulistano U22,9,16,39,83,,,39,83
3839465,2021-07-28 11:15:00,Coritiba/Thalia LDB U22,Sao Jose U22,9,18,64,77,,,64,77
3927495,2021-07-25 09:00:00,Minas LDB U22,Cerrado Basquete LDB U22,18,20,73,77,,,73,77
3927498,2021-07-22 11:15:00,Pato Basquete LDB U22,Caxias do Sul LDB U22,14,20,59,76,,,59,76
